211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
211 (0.0618493,0.16045,1.64428,1.12129e-10)
-211 (0.0618493,0.16045,1.64428,1.12129e-10)
211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
321 (0.0900457,0.171314,1.59235,1.10771e-10)
-321 (0.0900457,0.171314,1.59235,1.10771e-10)
310 (0.0900457,0.171314,1.59235,1.10771e-10)
-211 (-0.470082,1.496,-7.45107,4.16499e-10)
211 (-0.470082,1.496,-7.45107,4.16499e-10)
-211 (-2.76329,22.3772,-112.909,4.00584e-09)
211 (-2.76329,22.3772,-112.909,4.00584e-09)
2212 (-2.76329,22.3772,-112.909,4.00584e-09)
111 (1.0626,14.6532,-71.5353,2.62193e-09)
22 (1.0626,14.6532,-71.5353,2.62193e-09)
-11 (1.18784,30.5878,-115.167,4.17135e-09)
22 (1.0626,14.6532,-71.5353,2.62193e-09)
-11 (-3.90778,68.7692,-302.18,1.05261e-08)
22 (0.0618493,0.16045,1.64428,1.12129e-10)
-11 (-72.1706,48.1908,115.425,4.8846e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-2.1081,-3.81394,17.7788,6.70719e-10)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (72.0981,109.505,176.754,7.40434e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-3.32589,45.5507,34.7659,1.98859e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
